price,suburb,region,house_type,bedrooms,bathrooms,floor_area,land_size,furnished,has_pool,has_solar,has_borehole,has_garage,has_garden,has_security,has_inverter,has_generator,amenities_count,missing_suburb,missing_region,location_issue,price_per_sqm_floor,price_per_hectare,price_per_bed,price_per_bath,size_ratio,value_density,amenity_score,energy_score,maintenance_burden,modern_amenities,bed_quality,bath_ratio,land_efficiency,segment,data_quality_score,log_price,house_category,segment_encoded,region_price_enc,suburb_price_enc,house_category_encoded,is_House,is_Townhouse,total_amenities,room_density,floor_to_land_ratio,bed_bath_ratio,listings_per_region,listings_per_suburb,renewable_energy_index,luxury_indicator,premium_indicator
130000.0,Mainway Meadows,Harare South,4 Bedroom Townhouse Complex,4.0,2.0,250.0,590.0,0,0,0,1,1,1,0,0,0,3,0,0,0,520.0,2203389.8305084747,32500.0,65000.0,0.423728813559322,220.33898305084745,2,1,1,0,0.016,0.5,0.423728813559322,Mid,7,11.775297421715829,Townhouse,1,145000.0,110000.0,1,False,True,3,0.016,0.423728813559322,2.0,221,16,0.25,0,0
295000.0,Eastlea,Harare East,4 Bedroom House,4.0,2.0,500.0,1300.0,0,0,1,1,0,1,1,0,0,4,0,0,0,590.0,2269230.769230769,73750.0,147500.0,0.3846153846153846,226.92307692307693,2,2,1,1,0.008,0.5,0.3846153846153846,Premium,7,12.59473402514672,House,2,250000.0,300000.0,0,True,False,4,0.008,0.38461538461538464,2.0,177,32,0.5,0,1
130000.0,Mabvazuva,Ruwa,4 Bedroom House,4.0,2.0,300.0,400.0,0,0,0,0,0,1,1,0,0,2,0,0,0,433.3333333333333,3250000.0,32500.0,65000.0,0.75,325.0,2,0,1,0,,0.5,,Mid,7,11.775297421715829,House,1,91500.0,110000.0,0,True,False,2,0.013333333333333334,0.75,2.0,50,24,0.0,0,0
110000.0,Tynwald,Harare West,4 Bedroom House,4.0,2.0,232.0,450.0,0,0,0,0,0,1,0,0,0,1,0,0,0,474.13793103448273,2444444.4444444445,27500.0,55000.0,0.5155555555555555,244.44444444444449,1,0,1,0,0.0172413793103448,0.5,0.5155555555555555,Budget,7,11.60824473564232,House,0,200000.0,110000.0,0,True,False,1,0.017241379310344827,0.5155555555555555,2.0,374,27,0.0,0,0
300000.0,Mount Pleasant Heights,Harare North,4 Bedroom House,4.0,3.0,300.0,1200.0,0,0,0,1,1,1,0,0,0,3,0,0,0,1000.0,2500000.0,75000.0,100000.0,0.25,250.0,2,1,1,0,,0.75,,Premium,7,12.611541086966117,House,2,470000.0,350000.0,0,True,False,3,0.013333333333333334,0.25,1.3333333333333333,659,29,0.25,0,1
60000.0,Unknown,Unknown,5 Bedroom House,5.0,3.0,200.0,612.0,0,0,1,1,0,1,0,0,0,3,1,1,1,300.0,980392.1568627452,12000.0,20000.0,0.326797385620915,98.03921568627452,1,2,1,1,0.025,0.6,0.326797385620915,Budget,7,11.002116507732016,House,0,105000.0,105000.0,0,True,False,3,0.025,0.32679738562091504,1.6666666666666667,182,182,0.5,0,0
295000.0,Mandara,Harare East,4 Bedroom House,4.0,2.0,400.0,2200.0,0,0,0,1,0,1,1,0,0,3,0,0,0,737.5,1340909.0909090908,73750.0,147500.0,0.1818181818181818,134.0909090909091,2,1,1,0,0.01,0.5,0.1818181818181818,Premium,7,12.59473402514672,House,2,250000.0,300000.0,0,True,False,3,0.01,0.18181818181818182,2.0,177,30,0.25,0,1
185000.0,Waterfalls,Harare South,3 Bedroom House,3.0,2.0,250.0,4052.0,0,0,0,1,1,1,1,0,0,4,0,0,0,740.0,456564.6594274432,61666.66666666666,92500.0,0.0616979269496544,45.656465942744326,3,1,1,0,0.012,0.6666666666666666,0.0616979269496544,Mid,7,12.128116509451258,House,1,145000.0,135000.0,0,True,False,4,0.012,0.061697926949654494,1.5,221,49,0.25,0,0
165000.0,Arlington,Harare South,3 Bedroom Townhouse Complex,3.0,2.0,280.0,516.0,0,0,1,0,0,1,1,0,0,3,0,0,0,589.2857142857143,3197674.418604651,55000.0,82500.0,0.5426356589147286,319.7674418604651,2,1,1,1,0.0107142857142857,0.6666666666666666,0.5426356589147286,Mid,7,12.013706813470414,Townhouse,1,145000.0,190000.0,1,False,True,3,0.010714285714285714,0.5426356589147286,1.5,221,47,0.25,0,0
65000.0,Aspindale Park,Harare West,3 Bedroom House,3.0,2.0,75.0,200.0,0,0,0,0,0,1,0,0,0,1,0,0,0,866.6666666666666,3250000.0,21666.666666666668,32500.0,0.375,325.0,1,0,1,0,0.04,0.6666666666666666,0.375,Budget,7,11.082157933374816,House,0,200000.0,90000.0,0,True,False,1,0.04,0.375,1.5,374,8,0.0,0,0
60000.0,Dzivarasekwa,Harare High Density,4 Bedroom House,4.0,2.0,200.0,309.0,0,0,0,1,0,1,0,0,0,2,0,0,0,300.0,1941747.572815534,15000.0,30000.0,0.6472491909385113,194.1747572815534,1,1,1,0,0.02,0.5,0.6472491909385113,Budget,7,11.002116507732016,House,0,45000.0,35000.0,0,True,False,2,0.02,0.6472491909385113,2.0,81,12,0.25,0,0
215000.0,Hatfield,Harare South,5 Bedroom House,5.0,3.0,400.0,4600.0,0,1,1,0,1,1,0,0,0,4,0,0,0,537.5,467391.30434782605,43000.0,71666.66666666667,0.0869565217391304,46.73913043478261,3,1,2,1,0.0125,0.6,0.0869565217391304,Mid,7,12.278397958261774,House,1,145000.0,215000.0,0,True,False,4,0.0125,0.08695652173913043,1.6666666666666667,221,39,0.25,0,0
250000.0,Glen Lorne,Harare North,3 Bedroom Townhouse Complex,3.0,2.0,500.0,710.0,0,0,1,1,1,1,1,1,1,7,0,0,0,500.0,3521126.760563381,83333.33333333333,125000.0,0.704225352112676,352.11267605633805,3,4,2,3,0.006,0.6666666666666666,0.704225352112676,Premium,7,12.429220196836384,Townhouse,2,470000.0,650000.0,1,False,True,7,0.006,0.704225352112676,1.5,659,55,1.0,0,1
210000.0,Monavale,Harare West,3 Bedroom Townhouse Complex,3.0,2.0,300.0,722.0,0,0,0,1,1,1,1,0,0,4,0,0,0,700.0,2908587.2576177283,70000.0,105000.0,0.4155124653739612,290.85872576177286,3,1,1,0,0.01,0.6666666666666666,0.4155124653739612,Mid,7,12.25486757159303,Townhouse,1,200000.0,217750.0,1,False,True,4,0.01,0.4155124653739612,1.5,374,12,0.25,0,0
300000.0,Borrowdale,Harare North,8 Unit Townhouse Complex,4.0,3.0,254.0,40.0,0,0,1,1,1,1,0,0,0,4,0,0,0,1181.1023622047244,75000000.0,75000.0,100000.0,6.35,7500.0,2,2,1,1,0.2,0.75,0.5,Premium,7,12.611541086966117,Townhouse,2,470000.0,700000.0,1,False,True,4,0.015748031496062992,6.35,1.3333333333333333,659,63,0.5,0,1
95000.0,Glaudina,Harare West,3 Bedroom House,3.0,2.0,250.0,400.0,0,0,1,0,1,1,0,0,0,3,0,0,0,380.0,2375000.0,31666.666666666668,47500.0,0.625,237.5,2,1,1,1,,0.6666666666666666,,Budget,7,11.461642696843066,House,0,200000.0,92500.0,0,True,False,3,0.012,0.625,1.5,374,12,0.25,0,0
250000.0,Hillside,Harare South,4 Bedroom House,4.0,4.0,420.0,1160.0,0,1,1,1,0,1,0,0,0,4,0,0,0,595.2380952380952,2155172.413793104,62500.0,62500.0,0.3620689655172414,215.51724137931035,2,2,2,1,0.0095238095238095,1.0,0.3620689655172414,Premium,7,12.429220196836384,House,2,145000.0,260000.0,0,True,False,4,0.009523809523809525,0.3620689655172414,1.0,221,29,0.5,0,1
33000.0,Dangamvura,Mutare,4 Bedroom House,4.0,2.0,200.0,300.0,0,0,0,1,0,1,1,0,0,3,0,0,0,165.0,1100000.0,8250.0,16500.0,0.6666666666666666,110.0,2,1,1,0,0.02,0.5,0.6666666666666666,Budget,7,10.404293143019792,House,0,170000.0,33000.0,0,True,False,3,0.02,0.6666666666666666,2.0,17,3,0.25,0,0
29000.0,Unknown,Unknown,4 Bedroom House,4.0,1.0,300.0,221.0,0,0,0,0,0,1,0,0,0,1,1,1,1,96.66666666666669,1312217.1945701356,7250.0,29000.0,1.3574660633484164,131.22171945701356,1,0,1,0,,0.25,,Budget,7,10.275085591132717,House,0,105000.0,105000.0,0,True,False,1,0.013333333333333334,1.3574660633484164,4.0,182,182,0.0,0,0
65000.0,Unknown,Unknown,4 Bedroom House,4.0,2.0,300.0,400.0,0,0,0,0,1,1,0,0,0,2,1,1,1,216.66666666666663,1625000.0,16250.0,32500.0,0.75,162.5,2,0,1,0,0.0133333333333333,0.5,0.75,Budget,7,11.082157933374816,House,0,105000.0,105000.0,0,True,False,2,0.013333333333333334,0.75,2.0,182,182,0.0,0,0
750000.0,Borrowdale,Harare North,19 Bedroom House,12.0,15.0,4000.0,8724.0,0,0,0,0,0,1,0,0,0,1,0,0,0,187.5,859697.386519945,62500.0,50000.0,0.4585052728106373,85.9697386519945,1,0,1,0,0.00475,1.25,0.4585052728106373,Luxury,7,13.527829818844936,House,3,470000.0,700000.0,0,True,False,1,0.003,0.4585052728106373,0.8,659,63,0.0,1,1
280000.0,Mount Pleasant Heights,Harare North,3 Bedroom House,3.0,3.0,400.0,1175.0,0,0,1,1,0,1,1,0,0,4,0,0,0,700.0,2382978.723404255,93333.33333333331,93333.33333333331,0.3404255319148936,238.29787234042556,2,2,1,1,0.0075,1.0,0.3404255319148936,Premium,7,12.54254845357358,House,2,470000.0,350000.0,0,True,False,4,0.0075,0.3404255319148936,1.0,659,29,0.5,0,1
140000.0,Tynwald,Harare West,4 Bedroom House,4.0,2.0,450.0,600.0,0,0,0,1,1,1,0,0,0,3,0,0,0,311.1111111111111,2333333.333333333,35000.0,70000.0,0.75,233.33333333333331,2,1,1,0,0.0088888888888888,0.5,0.75,Mid,7,11.849404844423074,House,1,200000.0,110000.0,0,True,False,3,0.008888888888888889,0.75,2.0,374,27,0.25,0,0
140000.0,Sandton Park,Harare West,5 Bedroom House,5.0,4.0,800.0,3000.0,0,0,1,1,1,1,0,0,0,4,0,0,0,175.0,466666.6666666667,28000.0,35000.0,0.2666666666666666,46.66666666666666,2,2,1,1,0.00625,0.8,0.2666666666666666,Mid,7,11.849404844423074,House,1,200000.0,140000.0,0,True,False,4,0.00625,0.26666666666666666,1.25,374,28,0.5,0,0
230000.0,Hogerty Hill,Harare North,7 Bedroom House,7.0,2.0,400.0,4348.0,0,0,0,0,0,1,0,0,0,1,0,0,0,575.0,528978.8408463661,32857.142857142855,115000.0,0.0919963201471941,52.897884084636615,1,0,1,0,0.0175,0.2857142857142857,0.0919963201471941,Mid,7,12.345838935721968,House,1,470000.0,380000.0,0,True,False,1,0.0175,0.09199632014719411,3.5,659,29,0.0,0,0
95000.0,Mainway Meadows,Harare South,3 Bedroom House,3.0,2.0,150.0,500.0,0,0,0,1,1,1,1,0,0,4,0,0,0,633.3333333333334,1900000.0,31666.666666666668,47500.0,0.3,190.0,3,1,1,0,0.02,0.6666666666666666,0.3,Budget,7,11.461642696843066,House,0,145000.0,110000.0,0,True,False,4,0.02,0.3,1.5,221,16,0.25,0,0
1800000.0,Carrick Creagh,Harare North,7 Bedroom House,7.0,9.0,2100.0,9013.0,0,1,0,1,0,1,1,0,1,5,0,0,0,857.1428571428571,1997115.277931876,257142.85714285716,200000.0,0.2329967824253855,199.71152779318763,3,2,3,1,0.0033333333333333,1.2857142857142858,0.2329967824253855,Luxury,7,14.403297778421797,House,3,470000.0,370000.0,0,True,False,5,0.0033333333333333335,0.23299678242538555,0.7777777777777778,659,14,0.5,1,1
125000.0,Houghton Park,Harare South,4 Bedroom House,4.0,2.0,200.0,600.0,0,0,1,0,1,1,0,0,0,3,0,0,0,625.0,2083333.3333333333,31250.0,62500.0,0.3333333333333333,208.33333333333331,2,1,1,1,0.02,0.5,0.3333333333333333,Mid,7,11.736077016252436,House,1,145000.0,115000.0,0,True,False,3,0.02,0.3333333333333333,2.0,221,3,0.25,0,0
120000.0,Ridgemont,Gweru,4 Bedroom House,4.0,2.0,240.0,12140.0,0,0,0,1,1,1,1,0,0,4,0,0,0,500.0,98846.78747940692,30000.0,60000.0,0.0197693574958813,9.884678747940692,3,1,1,0,0.0166666666666666,0.5,0.0197693574958813,Mid,7,11.695255355062796,House,1,86250.0,135000.0,0,True,False,4,0.016666666666666666,0.019769357495881382,2.0,20,2,0.25,0,0
140000.0,Tynwald,Harare West,4 Bedroom House,4.0,2.0,220.0,300.0,0,0,1,0,0,1,1,0,0,3,0,0,0,636.3636363636364,4666666.666666667,35000.0,70000.0,0.7333333333333333,466.6666666666667,2,1,1,1,0.0181818181818181,0.5,0.7333333333333333,Mid,7,11.849404844423074,House,1,200000.0,110000.0,0,True,False,3,0.01818181818181818,0.7333333333333333,2.0,374,27,0.25,0,0
159000.0,Arlington,Harare South,2 Bedroom Townhouse Complex,2.0,2.0,145.0,340.0,0,1,0,0,0,1,1,0,0,3,0,0,0,1096.551724137931,4676470.5882352935,79500.0,79500.0,0.4264705882352941,467.6470588235294,3,0,2,0,0.0137931034482758,1.0,0.4264705882352941,Mid,7,11.976665770490769,Townhouse,1,145000.0,190000.0,1,False,True,3,0.013793103448275862,0.4264705882352941,1.0,221,47,0.0,0,0
400000.0,Newlands,Harare North,3 Bedroom Townhouse Complex,3.0,2.0,240.0,500.0,0,1,1,1,0,1,1,1,0,6,0,0,0,1666.6666666666667,8000000.0,133333.33333333334,200000.0,0.48,800.0,3,3,2,2,0.0125,0.6666666666666666,0.48,Premium,7,12.899222326086994,Townhouse,2,470000.0,400000.0,1,False,True,6,0.0125,0.48,1.5,659,17,0.75,0,1
217000.0,Greendale North,Harare North,12 Unit Townhouse Complex,3.0,3.0,150.0,500.0,0,1,0,1,0,1,1,0,0,4,0,0,0,1446.6666666666667,4340000.0,72333.33333333333,72333.33333333333,0.3,434.0,3,1,2,0,0.02,1.0,0.3,Mid,7,12.28765724080691,Townhouse,1,470000.0,300000.0,1,False,True,4,0.02,0.3,1.0,659,19,0.25,0,0
285000.0,Mount Pleasant Heights,Harare North,4 Bedroom House,4.0,3.0,700.0,2000.0,0,0,1,1,1,1,0,0,0,4,0,0,0,407.1428571428572,1425000.0,71250.0,95000.0,0.35,142.5,2,2,1,1,0.0057142857142857,0.75,0.35,Premium,7,12.560247968016562,House,2,470000.0,350000.0,0,True,False,4,0.005714285714285714,0.35,1.3333333333333333,659,29,0.5,0,1
740000.0,Rolf Valley,Harare North,4 Bedroom House,4.0,3.0,1500.0,4021.0,0,1,1,1,0,1,1,1,0,6,0,0,0,493.3333333333333,1840338.224322308,185000.0,246666.66666666663,0.3730415319572245,184.0338224322308,3,3,2,2,0.0026666666666666,0.75,0.3730415319572245,Luxury,7,13.51440681653079,House,3,470000.0,680000.0,0,True,False,6,0.0026666666666666666,0.37304153195722456,1.3333333333333333,659,6,0.75,1,1
280000.0,Hillside,Bulawayo South,4 Bedroom House,4.0,2.0,300.0,6714.0,0,0,0,1,1,1,0,0,0,3,0,0,0,933.3333333333334,417039.0229371463,70000.0,140000.0,0.0446827524575513,41.70390229371463,2,1,1,0,,0.5,,Premium,7,12.54254845357358,House,2,240000.0,260000.0,0,True,False,3,0.013333333333333334,0.044682752457551385,2.0,37,29,0.25,0,1
200000.0,Haydon Park,Harare West,5 Bedroom House,5.0,5.0,450.0,1100.0,0,0,0,1,1,1,0,0,0,3,0,0,0,444.44444444444446,1818181.818181818,40000.0,40000.0,0.4090909090909091,181.8181818181818,2,1,1,0,0.0111111111111111,1.0,0.4090909090909091,Mid,7,12.206077645517674,House,1,200000.0,166500.0,0,True,False,3,0.011111111111111112,0.4090909090909091,1.0,374,8,0.25,0,0
90000.0,Rockview,Harare East,4 Bedroom House,4.0,3.0,400.0,1000.0,0,0,0,0,0,1,0,0,0,1,0,0,0,225.0,900000.0,22500.0,30000.0,0.4,90.0,1,0,1,0,0.01,0.75,0.4,Budget,7,11.407576060361786,House,0,250000.0,105000.0,0,True,False,1,0.01,0.4,1.3333333333333333,177,11,0.0,0,0
470000.0,The Grange,Harare North,5 Bedroom House,5.0,3.0,560.0,4155.0,0,0,0,1,1,1,0,0,0,3,0,0,0,839.2857142857143,1131167.268351384,94000.0,156666.66666666666,0.1347773766546329,113.1167268351384,2,1,1,0,0.0089285714285714,0.6,0.1347773766546329,Premium,7,13.060490101343552,House,2,470000.0,500000.0,0,True,False,3,0.008928571428571428,0.13477737665463296,1.6666666666666667,659,9,0.25,0,1
520000.0,Glen Lorne,Harare North,4 Bedroom House,4.0,4.0,1000.0,4000.0,0,0,0,1,1,1,0,0,0,3,0,0,0,520.0,1300000.0,130000.0,130000.0,0.25,130.0,2,1,1,0,0.004,1.0,0.25,Luxury,7,13.161586013632684,House,3,470000.0,650000.0,0,True,False,3,0.004,0.25,1.0,659,55,0.25,1,1
40000.0,Senga,Gweru,2 Bedroom House,2.0,2.0,500.0,800.0,0,0,1,1,1,1,1,0,0,5,0,0,0,80.0,500000.0,20000.0,20000.0,0.625,50.0,3,2,1,1,0.004,1.0,0.625,Budget,7,10.59665973278358,House,0,86250.0,40000.0,0,True,False,5,0.004,0.625,1.0,20,3,0.5,0,0
30000.0,Budiriro,Harare High Density,3 Bedroom House,3.0,1.0,200.0,300.0,0,0,0,0,0,1,0,0,0,1,0,0,0,150.0,1000000.0,10000.0,30000.0,0.6666666666666666,100.0,1,0,1,0,0.015,0.3333333333333333,0.6666666666666666,Budget,7,10.308985993422082,House,0,45000.0,47000.0,0,True,False,1,0.015,0.6666666666666666,3.0,81,14,0.0,0,0
35000.0,Unknown,Unknown,4 Bedroom House,4.0,2.0,250.0,300.0,0,0,0,0,0,1,0,0,0,1,1,1,1,140.0,1166666.6666666667,8750.0,17500.0,0.8333333333333334,116.66666666666669,1,0,1,0,0.016,0.5,0.8333333333333334,Budget,7,10.463131911491969,House,0,105000.0,105000.0,0,True,False,1,0.016,0.8333333333333334,2.0,182,182,0.0,0,0
160000.0,Selbourne Park,Bulawayo East,4 Bedroom House,4.0,2.0,250.0,1350.0,0,0,0,1,0,1,0,0,0,2,0,0,0,640.0,1185185.1851851852,40000.0,80000.0,0.1851851851851851,118.51851851851852,1,1,1,0,0.016,0.5,0.1851851851851851,Mid,7,11.982935344196433,House,1,220000.0,200000.0,0,True,False,2,0.016,0.18518518518518517,2.0,79,7,0.25,0,0
150000.0,Bloomingdale,Harare West,4 Bedroom House,4.0,2.0,200.0,450.0,0,0,0,0,1,1,0,0,0,2,0,0,0,750.0,3333333.333333333,37500.0,75000.0,0.4444444444444444,333.3333333333333,2,0,1,0,0.02,0.5,0.4444444444444444,Mid,7,11.918397239722838,House,1,200000.0,115000.0,0,True,False,2,0.02,0.4444444444444444,2.0,374,7,0.0,0,0
300000.0,Matsheumhlope,Bulawayo East,7 Bedroom House,7.0,3.0,600.0,4000.0,0,0,1,1,1,1,0,0,0,4,0,0,0,500.0,750000.0,42857.142857142855,100000.0,0.15,75.0,2,2,1,1,0.0116666666666666,0.4285714285714285,0.15,Premium,7,12.611541086966117,House,2,220000.0,250000.0,0,True,False,4,0.011666666666666667,0.15,2.3333333333333335,79,5,0.5,0,1
155000.0,Greendale,Harare East,3 Bedroom Townhouse Complex,3.0,3.0,207.0,500.0,0,0,0,1,0,1,1,0,0,3,0,0,0,748.792270531401,3100000.0,51666.66666666666,51666.66666666666,0.414,310.0,2,1,1,0,0.0144927536231884,1.0,0.414,Mid,7,11.951186847493476,Townhouse,1,250000.0,230000.0,1,False,True,3,0.014492753623188406,0.414,1.0,177,53,0.25,0,0
1800000.0,Borrowdale Brooke,Harare North,4 Bedroom House,4.0,4.0,500.0,3605.0,0,1,0,1,1,1,1,1,0,6,0,0,0,3600.0,4993065.187239945,450000.0,450000.0,0.1386962552011095,499.3065187239944,4,2,2,1,0.008,1.0,0.1386962552011095,Luxury,7,14.403297778421797,House,3,470000.0,1300000.0,0,True,False,6,0.008,0.13869625520110956,1.0,659,26,0.5,1,1
160000.0,Burnside,Bulawayo East,4 Bedroom House,4.0,1.0,600.0,4000.0,0,1,0,1,1,1,0,0,0,4,0,0,0,266.6666666666667,400000.0,40000.0,160000.0,0.15,40.0,3,1,2,0,0.0066666666666666,0.25,0.15,Mid,7,11.982935344196433,House,1,220000.0,260000.0,0,True,False,4,0.006666666666666667,0.15,4.0,79,25,0.25,0,0
90000.0,Msasa Park,Harare South,3 Bedroom House,3.0,2.0,430.0,180.0,0,0,0,0,0,1,1,0,0,2,0,0,0,209.3023255813953,5000000.0,30000.0,45000.0,2.388888888888889,500.0,2,0,1,0,0.0069767441860465,0.6666666666666666,2.388888888888889,Budget,7,11.407576060361786,House,0,145000.0,82500.0,0,True,False,2,0.0069767441860465115,2.388888888888889,1.5,221,6,0.0,0,0
325000.0,Helensvale,Harare North,6 Bedroom House,6.0,1.0,500.0,2500.0,0,0,0,1,1,1,0,0,0,3,0,0,0,650.0,1300000.0,54166.66666666666,325000.0,0.2,130.0,2,1,1,0,0.012,0.1666666666666666,0.2,Premium,7,12.691583538230216,House,2,470000.0,650000.0,0,True,False,3,0.012,0.2,6.0,659,30,0.25,0,1
140000.0,Sandton Park,Harare West,4 Bedroom House,4.0,2.0,800.0,800.0,0,0,1,1,1,1,0,0,0,4,0,0,0,175.0,1750000.0,35000.0,70000.0,1.0,175.0,2,2,1,1,0.005,0.5,1.0,Mid,7,11.849404844423074,House,1,200000.0,140000.0,0,True,False,4,0.005,1.0,2.0,374,28,0.5,0,0
700000.0,Borrowdale Brooke,Harare North,4 Bedroom House,4.0,3.0,1300.0,1300.0,0,0,1,1,1,1,1,0,0,5,0,0,0,538.4615384615385,5384615.384615384,175000.0,233333.3333333333,1.0,538.4615384615385,3,2,1,1,0.003076923076923,0.75,1.0,Luxury,7,13.45883704259595,House,3,470000.0,1300000.0,0,True,False,5,0.003076923076923077,1.0,1.3333333333333333,659,26,0.5,1,1
430000.0,Highlands,Harare North,5 Bedroom Townhouse Complex,5.0,3.0,200.0,500.0,0,0,0,1,0,1,1,0,0,3,0,0,0,2150.0,8600000.0,86000.0,143333.33333333334,0.4,860.0,2,1,1,0,0.025,0.6,0.4,Premium,7,12.971542813248435,Townhouse,2,470000.0,395000.0,1,False,True,3,0.025,0.4,1.6666666666666667,659,35,0.25,0,1
550000.0,Brookview,Harare North,8 Bedroom House,8.0,8.0,1000.0,4600.0,0,0,0,1,1,1,1,0,0,4,0,0,0,550.0,1195652.1739130437,68750.0,68750.0,0.217391304347826,119.56521739130434,3,1,1,0,0.008,1.0,0.217391304347826,Luxury,7,13.21767537538882,House,3,470000.0,475000.0,0,True,False,4,0.008,0.21739130434782608,1.0,659,18,0.25,1,1
290000.0,Shawasha Hills,Harare North,5 Bedroom House,5.0,3.0,400.0,3300.0,0,0,0,0,1,1,1,0,0,3,0,0,0,725.0,878787.8787878788,58000.0,96666.66666666669,0.1212121212121212,87.87878787878788,3,0,1,0,0.0125,0.6,0.1212121212121212,Premium,7,12.577639650232571,House,2,470000.0,400000.0,0,True,False,3,0.0125,0.12121212121212122,1.6666666666666667,659,21,0.0,0,1
